ticket_id,created_at,category,description,resolution_minutes,escalated,channel,customer_tier
TKT-00450,2025-03-06T00:20:00Z,appointment scheduling,Caller requests an appointment-time change under HP-91069.,21,False,phone,employer plan
TKT-00560,2025-03-06T00:22:00Z,referral status,Customer requests administrative referral status for HP-54258.,43,False,web portal,standard
TKT-00136,2025-03-06T01:19:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-28247.,37,False,email,standard
TKT-01183,2025-03-06T03:47:00Z,prescription refill request,Refill request status inquiry references HP-80049; no clinical details included.,48,False,phone,premium care
TKT-01414,2025-03-06T04:35:00Z,appointment scheduling,Customer asks about available scheduling options for HP-77640.,25,False,phone,medicare support
TKT-02280,2025-03-06T04:42:00Z,prescription refill request,Refill request status inquiry references HP-99592; no clinical details included.,87,True,web portal,employer plan
TKT-02858,2025-03-06T05:16:00Z,billing question,Customer requests an explanation of a service charge for HP-16130.,35,False,web portal,standard
TKT-01185,2025-03-06T08:03:00Z,billing question,Customer asks about an administrative statement under HP-39264.,35,False,phone,standard
TKT-02125,2025-03-06T08:11:00Z,appointment scheduling,Caller requests an appointment-time change under HP-13358.,11,False,chat,standard
TKT-02256,2025-03-06T09:40:00Z,insurance eligibility,Coverage administration question references HP-95428.,124,True,phone,medicare support
TKT-01978,2025-03-06T09:44:00Z,portal access,Customer reports a locked portal account under HP-40354.,15,False,web portal,employer plan
TKT-00778,2025-03-06T10:18:00Z,portal access,Customer reports a locked portal account under HP-87568.,11,False,web portal,medicare support
TKT-00039,2025-03-06T11:00:00Z,appointment scheduling,Customer asks about available scheduling options for HP-91209.,16,False,chat,medicare support
TKT-01713,2025-03-06T11:09:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-18594.,95,False,web portal,standard
TKT-01858,2025-03-06T11:47:00Z,referral status,Customer asks whether referral paperwork was received for HP-25461.,26,False,web portal,medicare support
TKT-00631,2025-03-06T12:38:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-31259.,82,False,email,medicare support
TKT-01188,2025-03-06T14:35:00Z,referral status,Customer requests administrative referral status for HP-98784.,44,False,email,standard
TKT-01999,2025-03-06T16:28:00Z,appointment scheduling,Customer asks about available scheduling options for HP-11146.,27,False,phone,standard
TKT-00641,2025-03-06T18:33:00Z,general inquiry,Customer request requires manual routing under HP-52878.,47,False,email,standard
TKT-01967,2025-03-06T19:02:00Z,medical records request,Records request status inquiry references HP-19176.,64,False,email,employer plan
TKT-02517,2025-03-06T19:14:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-44534.,60,True,phone,premium care
TKT-02521,2025-03-06T19:57:00Z,portal access,Customer reports a locked portal account under HP-92774.,11,False,web portal,standard
TKT-00675,2025-03-06T20:03:00Z,referral status,Referral routing update requested under HP-48624.,40,False,email,premium care
TKT-01672,2025-03-06T20:10:00Z,referral status,Customer requests administrative referral status for HP-82870.,95,True,phone,standard
TKT-00650,2025-03-06T23:00:00Z,billing question,Customer requests an explanation of a service charge for HP-64094.,27,False,email,standard
TKT-02714,2025-03-07T00:56:00Z,appointment scheduling,Administrative scheduling request for reference HP-60658.,28,False,phone,standard
TKT-00963,2025-03-07T02:41:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-44339.,80,False,email,employer plan
TKT-00085,2025-03-07T04:09:00Z,appointment scheduling,Customer asks about available scheduling options for HP-73424.,22,False,phone,standard
TKT-01903,2025-03-07T06:32:00Z,portal access,Portal password reset requested for HP-30929.,6,False,web portal,standard
TKT-01530,2025-03-07T15:38:00Z,medical records request,Records request status inquiry references HP-55518.,59,False,web portal,employer plan
TKT-00971,2025-03-07T17:54:00Z,insurance eligibility,Coverage administration question references HP-25735.,39,False,email,standard
TKT-00516,2025-03-07T19:22:00Z,appointment scheduling,Caller requests an appointment-time change under HP-49930.,26,False,phone,medicare support
TKT-00018,2025-03-07T20:24:00Z,insurance eligibility,Coverage administration question references HP-72152.,37,False,phone,medicare support
TKT-00120,2025-03-07T22:37:00Z,portal access,Customer reports a locked portal account under HP-14910.,9,False,web portal,medicare support
TKT-01809,2025-03-07T23:41:00Z,appointment scheduling,Administrative scheduling request for reference HP-83211.,21,False,web portal,medicare support
TKT-01190,2025-03-08T00:05:00Z,billing question,Customer asks about an administrative statement under HP-16968.,54,False,phone,standard
TKT-00056,2025-03-08T03:08:00Z,portal access,Portal password reset requested for HP-99223.,15,False,web portal,premium care
TKT-02332,2025-03-08T04:46:00Z,appointment scheduling,Administrative scheduling request for reference HP-94608.,15,False,phone,employer plan
TKT-01702,2025-03-08T05:50:00Z,billing question,Customer requests an explanation of a service charge for HP-65412.,75,False,phone,standard
TKT-02485,2025-03-08T08:44:00Z,insurance eligibility,Coverage administration question references HP-52766.,67,False,phone,standard
TKT-02113,2025-03-08T10:38:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-44793.,108,True,web portal,employer plan
TKT-02854,2025-03-08T10:48:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-73369.,48,False,chat,medicare support
TKT-02606,2025-03-08T12:21:00Z,appointment scheduling,Administrative scheduling request for reference HP-40049.,25,False,phone,employer plan
TKT-02622,2025-03-08T12:46:00Z,billing question,Payment posting question references HP-96771.,35,False,web portal,employer plan
TKT-01261,2025-03-08T13:38:00Z,prescription refill request,Refill request status inquiry references HP-17881; no clinical details included.,51,False,email,standard
TKT-00711,2025-03-08T13:39:00Z,appointment scheduling,Caller requests an appointment-time change under HP-21379.,8,False,phone,employer plan
TKT-02401,2025-03-08T13:49:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-72518.,110,True,phone,standard
TKT-00098,2025-03-08T18:19:00Z,medical records request,Customer asks which authorization form applies to HP-94449.,75,False,email,employer plan
TKT-02600,2025-03-08T18:39:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-35299.,58,False,phone,standard
TKT-01853,2025-03-08T20:37:00Z,referral status,Referral routing update requested under HP-49218.,44,False,email,employer plan
TKT-01134,2025-03-08T21:19:00Z,portal access,Portal password reset requested for HP-71021.,5,False,phone,medicare support
TKT-02315,2025-03-08T22:27:00Z,portal access,Customer cannot access the service portal under HP-78859.,13,False,web portal,medicare support
TKT-00354,2025-03-08T22:48:00Z,portal access,Portal password reset requested for HP-43749.,14,False,web portal,employer plan
TKT-02227,2025-03-09T00:51:00Z,appointment scheduling,Administrative scheduling request for reference HP-74868.,23,False,phone,standard
TKT-02380,2025-03-09T02:17:00Z,billing question,Customer requests an explanation of a service charge for HP-75529.,79,True,email,medicare support
TKT-01890,2025-03-09T02:42:00Z,billing question,Customer asks about an administrative statement under HP-84164.,37,False,phone,standard
TKT-00585,2025-03-09T03:44:00Z,billing question,Customer requests an explanation of a service charge for HP-83400.,51,False,chat,employer plan
TKT-01766,2025-03-09T05:10:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-39771.,55,True,email,standard
TKT-02853,2025-03-09T06:03:00Z,portal access,Customer cannot access the service portal under HP-94982.,12,False,web portal,medicare support
TKT-02542,2025-03-09T06:49:00Z,portal access,Portal password reset requested for HP-57183.,9,False,web portal,standard
TKT-00065,2025-03-09T09:30:00Z,appointment scheduling,Caller requests an appointment-time change under HP-28346.,25,False,phone,medicare support
TKT-00408,2025-03-09T11:03:00Z,billing question,Customer requests an explanation of a service charge for HP-36283.,76,True,chat,employer plan
TKT-02219,2025-03-09T12:11:00Z,billing question,Customer asks about an administrative statement under HP-14479.,48,False,chat,premium care
TKT-01961,2025-03-09T13:55:00Z,portal access,Portal password reset requested for HP-94492.,9,False,chat,employer plan
TKT-01540,2025-03-09T14:32:00Z,portal access,Customer cannot access the service portal under HP-59838.,6,False,web portal,premium care
TKT-02192,2025-03-09T14:52:00Z,portal access,Portal password reset requested for HP-34434.,14,False,web portal,standard
TKT-00790,2025-03-09T15:42:00Z,appointment scheduling,Caller requests an appointment-time change under HP-19683.,8,False,chat,premium care
TKT-01460,2025-03-09T21:37:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-60665.,102,True,web portal,standard
TKT-02204,2025-03-09T22:51:00Z,prescription refill request,Customer asks for refill-request routing under HP-56297.,104,True,email,employer plan
TKT-02796,2025-03-09T23:17:00Z,appointment scheduling,Administrative scheduling request for reference HP-61536.,12,False,web portal,medicare support
TKT-01970,2025-03-10T00:08:00Z,prescription refill request,Customer asks for refill-request routing under HP-62073.,76,False,email,employer plan
TKT-02484,2025-03-10T00:28:00Z,billing question,Payment posting question references HP-43746.,35,False,chat,medicare support
TKT-00084,2025-03-10T00:54:00Z,referral status,Customer asks whether referral paperwork was received for HP-89600.,45,False,web portal,medicare support
TKT-00873,2025-03-10T01:56:00Z,referral status,Customer asks whether referral paperwork was received for HP-24181.,93,True,phone,employer plan
TKT-02292,2025-03-10T03:09:00Z,appointment scheduling,Caller requests an appointment-time change under HP-97835.,17,False,phone,employer plan
TKT-02985,2025-03-10T03:19:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-10864.,33,False,web portal,employer plan
TKT-02307,2025-03-10T03:47:00Z,medical records request,Customer asks which authorization form applies to HP-43892.,90,True,email,standard
TKT-00661,2025-03-10T04:30:00Z,appointment scheduling,Administrative scheduling request for reference HP-16231.,26,False,chat,employer plan
TKT-00369,2025-03-10T04:38:00Z,referral status,Referral routing update requested under HP-89875.,22,False,email,premium care
TKT-02035,2025-03-10T07:31:00Z,billing question,Customer requests an explanation of a service charge for HP-73952.,30,False,phone,medicare support
TKT-01963,2025-03-10T08:24:00Z,appointment scheduling,Administrative scheduling request for reference HP-83189.,22,False,chat,medicare support
TKT-00268,2025-03-10T09:42:00Z,medical records request,Customer requests records-release instructions under HP-71107.,64,False,web portal,standard
TKT-00222,2025-03-10T09:46:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-68883.,80,False,phone,medicare support
